MANDT,QMNUM,QMART,QMTXT,ARTPR,PRIOK,ERNAM,ERDAT,AENAM,AEDAT,MZEIT,QMDAT,QMNAM,STRMN,STRUR,LTRMN,LTRUR,WAERS,AUFNR,VERID
800,000010001465,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815142  ,      
800,000010001466,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815143  ,      
800,000010001467,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815144  ,      
800,000010001468,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815145  ,      
800,000010001469,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815146  ,      
800,000010001470,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815147  ,      
800,000010001471,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815148  ,      
800,000010001472,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815149  ,      
800,000010001473,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815150  ,      
800,000010001474,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815151  ,      
800,000010001475,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815152  ,      
800,000010001476,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815153  ,      
800,000010001477,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815154  ,      
800,000010001478,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815155  ,      
800,000010001479,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815156  ,      
800,000010001480,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815157  ,      
800,000010001481,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815158  ,      
800,000010001482,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815159  ,      
800,000010001483,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815160  ,      
800,000010001484,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815161  ,      
800,000010001485,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815162  ,      
800,000010001486,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815163  ,      
800,000010001487,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815164  ,      
800,000010001488,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815165  ,      
800,000010001489,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815166  ,      
800,000010001490,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815167  ,      
800,000010001491,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815168  ,      
800,000010001492,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815169  ,      
800,000010001493,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815170  ,      
800,000010001494,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815171  ,      
800,000010001495,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815172  ,      
800,000010001496,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815173  ,      
800,000010001497,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815174  ,      
800,000010001498,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815175  ,      
800,000010001499,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815176  ,      
800,000010001500,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815177  ,      
800,000010001501,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815178  ,      
800,000010001502,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815179  ,      
800,000010001503,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815180  ,      
800,000010001504,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815181  ,      
800,000010001505,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815182  ,      
800,000010001506,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815183  ,      
800,000010001507,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815184  ,      
800,000010001508,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815185  ,      
800,000010001509,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815186  ,      
800,000010001510,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815187  ,      
800,000010001511,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815188  ,      
800,000010001512,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815189  ,      
800,000010001513,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815190  ,      
800,000010001514,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815191  ,      
800,000010001515,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815192  ,      
800,000010001516,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815193  ,      
800,000010001517,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815194  ,      
800,000010001518,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815195  ,      
800,000010001519,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815196  ,      
800,000010001520,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815197  ,      
800,000010001521,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815198  ,      
800,000010001522,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815199  ,      
800,000010001523,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815200  ,      
800,000010001524,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815201  ,      
800,000010001525,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815202  ,      
800,000010001526,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815203  ,      
800,000010001527,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815204  ,      
800,000010001528,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815205  ,      
800,000010001529,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815206  ,      
800,000010001530,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815207  ,      
800,000010001531,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815208  ,      
800,000010001532,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815209  ,      
800,000010001533,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815210  ,      
800,000010001534,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815211  ,      
800,000010001535,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815212  ,      
800,000010001536,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815213  ,      
800,000010001537,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815214  ,      
800,000010001538,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815215  ,      
800,000010001539,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815216  ,      
800,000010001540,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815217  ,      
800,000010001541,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815218  ,      
800,000010001542,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815219  ,      
800,000010001543,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815220  ,      
800,000010001544,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815221  ,      
800,000010001545,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815222  ,      
800,000010001546,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815223  ,      
800,000010001547,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000815224  ,      
